,class1_IoU,class2_IoU,mIoU
0,0.0,0.464773338988304,0.232386669494152
1,0.02213393870601589,0.4758456486042693,0.2489897936551426
2,0.0,0.49573022719731763,0.24786511359865881
3,0.004060734463276836,0.49364791288566245,0.24885432367446964
4,0.0,0.49642831630830775,0.24821415815415387
5,0.0,0.48515828176845127,0.24257914088422564
6,0.012665098606839153,0.49553999786772807,0.2541025482372836
7,0.0,0.5013188949049008,0.2506594474524504
8,0.0,0.49522457634544276,0.24761228817272138
9,0.0,0.501277051047527,0.2506385255237635
10,0.04858490566037736,0.49604705475304905,0.2723159802067132
11,0.04285714285714286,0.47946246588592945,0.26115980437153613
12,0.0,0.4997969238376097,0.24989846191880485
13,0.015688802922845475,0.4692935440367924,0.24249117347981894
14,0.023154848046309694,0.49712543554006966,0.26014014179318967
15,0.02165757162346521,0.47492902857334834,0.24829330009840678
16,0.0,0.46639694681495797,0.23319847340747898
17,0.00040496760259179265,0.43144196413937785,0.21592346587098482
18,0.0,0.4639758519447102,0.2319879259723551
19,0.0,0.4614214266060243,0.23071071330301215
20,0.00042710706150341686,0.46011204026954616,0.23026957366552478
21,0.002997275204359673,0.4565425644189709,0.22976991981166528
22,0.00427037579306979,0.44526037995639844,0.2247653778747341
23,0.0008561643835616438,0.4434945891189406,0.2221753767512511
24,0.007559625212947189,0.40730391838326074,0.20743177179810396
25,0.0,0.4222061577892419,0.21110307889462096
26,0.0,0.414275407470567,0.2071377037352835
27,0.0,0.43334100473435033,0.21667050236717517
28,0.00016202203499675956,0.4641489136281397,0.23215546783156824
29,0.038331454340473504,0.4575378538512179,0.24793465409584572
30,0.0265440666204025,0.4647862223158304,0.24566514446811644
31,0.0519604717883328,0.4459053282970345,0.24893290004268365
32,0.007147719537100068,0.4425684806282889,0.2248581000826945
33,0.0,0.44754767284964153,0.22377383642482077
34,0.0,0.4730229602229211,0.23651148011146056
35,0.0,0.46094969535223324,0.23047484767611662
36,0.0,0.46643628788735125,0.23321814394367563
37,0.0,0.48712072304712717,0.24356036152356358
38,0.0,0.4696311137681979,0.23481555688409894
39,0.0,0.4714172579315695,0.23570862896578476
40,0.0,0.48330366911056316,0.24165183455528158
41,0.0016227180527383367,0.4918295204428733,0.24672611924780583
42,0.03796992481203008,0.46704226305282037,0.25250609393242524
43,0.013713080168776372,0.4551952281375338,0.2344541541531551
44,0.0,0.4813810403566162,0.2406905201783081
45,0.011101766190075694,0.4861550770515184,0.24862842162079704
46,0.0,0.46987738323056205,0.23493869161528103
47,0.028926955397543634,0.4568012632528762,0.2428641093252099
48,0.027707409753008234,0.44047046703296705,0.23408893839298764
49,0.00903939557474366,0.44138426745674164,0.22521183151574264
50,0.00043004587155963305,0.4315439672801636,0.21598700657586162
51,0.001947565543071161,0.4625123202936478,0.2322299429183595
52,0.0019708914493632504,0.4339505655634688,0.217960728506416
53,0.0,0.41795389533905436,0.20897694766952718
54,0.007425742574257425,0.4346048820852296,0.22101531232974353
55,0.0,0.40777992406580965,0.20388996203290483
56,0.0,0.41592325352574616,0.20796162676287308
57,0.00018050541516245486,0.38565901470208924,0.19291976005862585
58,0.009276789095039758,0.4058147775781649,0.20754578333660234
59,0.0001011326860841424,0.415064900574312,0.20758301663019807
60,0.01374740381762437,0.4154442380372814,0.21459582092745288
61,0.0,0.4252960154599499,0.21264800772997494
62,0.0,0.41576217541882776,0.20788108770941388
63,0.0,0.41308906481135294,0.20654453240567647
64,0.0,0.40723619432252467,0.20361809716126233
65,0.0,0.4109567848179599,0.20547839240897994
66,0.0,0.38676475550906086,0.19338237775453043
67,0.0,0.3965874952281366,0.1982937476140683
68,0.0,0.39760286584753424,0.19880143292376712
69,0.0,0.3820406082745731,0.19102030413728655
70,0.0,0.3852643903782909,0.19263219518914546
71,0.0,0.43276526108732666,0.21638263054366333
72,0.0,0.4241922259592055,0.21209611297960276
73,0.0,0.3916171672383502,0.1958085836191751
74,0.0027573529411764708,0.41105242599731673,0.2069048894692466
75,0.003724184629274348,0.4225081138956737,0.21311614926247405
76,0.0010970258410531448,0.39999677538977474,0.20054690061541394
77,0.009483899426554919,0.4151477007078518,0.21231580006720335
78,0.0,0.40007619179552895,0.20003809589776447
79,0.0,0.41931270628518985,0.20965635314259493
80,0.0024210526315789475,0.36756529373033875,0.18499317318095884
81,0.0,0.3794706855357471,0.18973534276787354
82,0.001282736504543025,0.3918064695523218,0.1965446030284324
